step,mode,top_k,seed,diagnostic_loss,expert_output_similarity,lora_update_similarity,gradient_similarity,output_valid_values,update_valid_pairs,gradient_valid_pairs
220,moe-riemannian,8,3,0.8431653380393982,0.5766801238059998,0.553781270980835,-0.0016226896550506353,7168,28,28
240,moe-riemannian,8,3,0.8380315899848938,0.5615087151527405,0.5406659841537476,0.0037078741006553173,7168,28,28
260,moe-riemannian,8,3,0.8346662521362305,0.5491544604301453,0.5299960970878601,0.01695050299167633,7168,28,28
280,moe-riemannian,8,3,0.8342152833938599,0.5404754877090454,0.5180113911628723,0.006981018930673599,7168,28,28
300,moe-riemannian,8,3,0.83244788646698,0.5306171178817749,0.5109416246414185,0.005216686055064201,7168,28,28
0,riemannian,4,4,0.9222496747970581,nan,nan,-0.029929857701063156,0,0,28
20,riemannian,4,4,0.9005481004714966,0.23530323803424835,0.2006225287914276,-0.030290821567177773,7168,28,28
40,riemannian,4,4,0.8458923697471619,0.3518795073032379,0.3311016261577606,-0.036904823035001755,7168,28,28
60,riemannian,4,4,0.7769839763641357,0.41104719042778015,0.39797335863113403,-0.04892697185277939,7168,28,28
80,riemannian,4,4,0.7257943153381348,0.42653998732566833,0.4142937958240509,-0.04385130852460861,7168,28,28
100,riemannian,4,4,0.6860437393188477,0.4281572997570038,0.41244420409202576,-0.042227841913700104,7168,28,28
120,riemannian,4,4,0.6532266139984131,0.42324674129486084,0.4085673689842224,-0.02641396038234234,7168,28,28
140,riemannian,4,4,0.6277363300323486,0.41165322065353394,0.3982636034488678,-0.026160147041082382,7168,28,28
160,riemannian,4,4,0.6098541021347046,0.4012357294559479,0.38849133253097534,-0.01347274798899889,7168,28,28
180,riemannian,4,4,0.5923601388931274,0.3882827162742615,0.38027289509773254,-0.012840861454606056,7168,28,28
200,riemannian,4,4,0.5770611763000488,0.37640151381492615,0.36974528431892395,-0.008181553333997726,7168,28,28
220,riemannian,4,4,0.564886212348938,0.3642764389514923,0.3569481074810028,0.0020126127637922764,7168,28,28
240,riemannian,4,4,0.553551197052002,0.3496420979499817,0.34520041942596436,0.0005898380186408758,7168,28,28
260,riemannian,4,4,0.5475140810012817,0.3358452022075653,0.3350994288921356,-0.004692830145359039,7168,28,28
280,riemannian,4,4,0.5380207896232605,0.3251368999481201,0.32644882798194885,0.00391613831743598,7168,28,28
300,riemannian,4,4,0.5299874544143677,0.3121064603328705,0.31608209013938904,0.007110845297574997,7168,28,28
0,moe-riemannian,4,4,0.9222496747970581,nan,nan,-0.030410239472985268,0,0,28
20,moe-riemannian,4,4,0.8533140420913696,0.3482993245124817,0.32522648572921753,-0.032809317111968994,7168,28,28
40,moe-riemannian,4,4,0.7396790981292725,0.4302235543727875,0.4228472113609314,-0.057728927582502365,7168,28,28
60,moe-riemannian,4,4,0.6593034267425537,0.440957635641098,0.4304966330528259,-0.04022033140063286,7168,28,28
80,moe-riemannian,4,4,0.6229623556137085,0.42578086256980896,0.4091621935367584,-0.016698194667696953,7168,28,28
100,moe-riemannian,4,4,0.5967403650283813,0.40013444423675537,0.3840489685535431,-0.0026542663108557463,7168,28,28
120,moe-riemannian,4,4,0.5745598077774048,0.37582486867904663,0.3670525848865509,0.009268766269087791,7168,28,28
140,moe-riemannian,4,4,0.5593291521072388,0.3493047058582306,0.3480371832847595,0.0195318516343832,7168,28,28
160,moe-riemannian,4,4,0.5464751720428467,0.33038249611854553,0.3324887454509735,0.010696769692003727,7168,28,28
180,moe-riemannian,4,4,0.5298976898193359,0.30932313203811646,0.3194991648197174,0.007498662918806076,7168,28,28
200,moe-riemannian,4,4,0.5170520544052124,0.28888246417045593,0.30334344506263733,0.01266912929713726,7168,28,28
220,moe-riemannian,4,4,0.5076399445533752,0.27161329984664917,0.28770312666893005,0.021090317517518997,7168,28,28
240,moe-riemannian,4,4,0.49993830919265747,0.2537892758846283,0.27415525913238525,0.03864045813679695,7168,28,28
260,moe-riemannian,4,4,0.4950966238975525,0.23599496483802795,0.26061391830444336,0.03379311040043831,7168,28,28
280,moe-riemannian,4,4,0.4845101833343506,0.2233145385980606,0.24957744777202606,0.03332700580358505,7168,28,28
300,moe-riemannian,4,4,0.4796123802661896,0.20851176977157593,0.23822245001792908,0.04104424640536308,7168,28,28
0,riemannian,8,4,0.9222496747970581,nan,nan,-0.004967647138983011,0,0,28
20,riemannian,8,4,0.905637264251709,0.26894208788871765,0.23798947036266327,-0.003824053332209587,7168,28,28
40,riemannian,8,4,0.8677957653999329,0.4029459059238434,0.4012373983860016,-0.0057357861660420895,7168,28,28
60,riemannian,8,4,0.8211151361465454,0.4848940968513489,0.49804893136024475,-0.010563099756836891,7168,28,28
80,riemannian,8,4,0.782488226890564,0.5268375277519226,0.5433127284049988,-0.011274506337940693,7168,28,28
100,riemannian,8,4,0.7517448663711548,0.5504782199859619,0.5586058497428894,-0.010969565249979496,7168,28,28
120,riemannian,8,4,0.7240052223205566,0.5617601871490479,0.5645405054092407,-0.0026503887493163347,7168,28,28
140,riemannian,8,4,0.7015208601951599,0.566436231136322,0.5604355335235596,-0.0016271664062514901,7168,28,28
160,riemannian,8,4,0.6845684051513672,0.5683175921440125,0.5588142275810242,0.001913373009301722,7168,28,28
180,riemannian,8,4,0.6682742238044739,0.5683666467666626,0.5577594637870789,0.00487078633159399,7168,28,28
200,riemannian,8,4,0.6557366847991943,0.568153977394104,0.5547918677330017,0.007089634425938129,7168,28,28
220,riemannian,8,4,0.647230863571167,0.5644536018371582,0.5472566485404968,0.006851521320641041,7168,28,28
240,riemannian,8,4,0.6395305395126343,0.5597953796386719,0.5416579246520996,0.004548891447484493,7168,28,28
260,riemannian,8,4,0.6348442435264587,0.5560789108276367,0.5383731126785278,0.002752838423475623,7168,28,28
280,riemannian,8,4,0.6280906796455383,0.5540564656257629,0.5362141132354736,0.0019093668088316917,7168,28,28
300,riemannian,8,4,0.6234586834907532,0.550265908241272,0.5320512056350708,0.007211168296635151,7168,28,28
0,moe-riemannian,8,4,0.9222496747970581,nan,nan,-0.005353872664272785,0,0,28
20,moe-riemannian,8,4,0.8387516736984253,0.4608386754989624,0.4784304201602936,-0.0034699132665991783,7168,28,28
40,moe-riemannian,8,4,0.7433603405952454,0.5546998381614685,0.5638495683670044,-0.011396056972444057,7168,28,28
60,moe-riemannian,8,4,0.6826369166374207,0.5839145183563232,0.5780656933784485,0.003143438370898366,7168,28,28
80,moe-riemannian,8,4,0.6572034955024719,0.5819225311279297,0.5647522211074829,-0.012390900403261185,7168,28,28
100,moe-riemannian,8,4,0.6403610110282898,0.5710267424583435,0.5491981506347656,-0.023316247388720512,7168,28,28
120,moe-riemannian,8,4,0.6254178881645203,0.5550289154052734,0.5376437306404114,0.0012301824754104018,7168,28,28
140,moe-riemannian,8,4,0.6153076887130737,0.5432199835777283,0.5241166949272156,-0.01658603362739086,7168,28,28
160,moe-riemannian,8,4,0.6103843450546265,0.5364912152290344,0.5173146724700928,-0.014305287972092628,7168,28,28
180,moe-riemannian,8,4,0.6042332649230957,0.529775857925415,0.5127800107002258,-0.011632411740720272,7168,28,28
200,moe-riemannian,8,4,0.6001917123794556,0.5206500887870789,0.5034862756729126,-0.008486639708280563,7168,28,28
220,moe-riemannian,8,4,0.599388599395752,0.5119590163230896,0.4924998879432678,-0.013587684370577335,7168,28,28
240,moe-riemannian,8,4,0.5957461595535278,0.5028029084205627,0.48417380452156067,-0.00234566000290215,7168,28,28
260,moe-riemannian,8,4,0.5967042446136475,0.49882692098617554,0.4808514714241028,-0.008520839735865593,7168,28,28
280,moe-riemannian,8,4,0.5914731621742249,0.49617108702659607,0.47926366329193115,-0.010267381556332111,7168,28,28
300,moe-riemannian,8,4,0.5890066623687744,0.4914555847644806,0.47438687086105347,0.00383815192617476,7168,28,28
